name,img_link,description,description_url,short_description,type
Fire hydrant,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSDInOVmLGGAfwSNwxyc7IiCIOnqkflpMP-_fs4b8gcRjC5yQiI,"A fire hydrant, fireplug, or firecock is a connection point by which firefighters can tap into a water supply. It is a component of active fire protection. Underground fire hydrants have been used in Europe and Asia since at least the 18th century. Above-ground pillar-type hydrants are a 19th-century invention.",https://en.wikipedia.org/wiki/Fire_hydrant,,['Thing']
Lena The Plug,,,,YouTuber,"['Person', 'Thing']"
Plug,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSzTKMgq3iTqHK-P7D3ltbBNxRlG8A24-DkejozQMCys8WnLPFE,"Plugs are a popular type of hard-bodied fishing lure, characterized by a specially designed foil at the front end known as the bill or lip.",https://en.wikipedia.org/wiki/Plug_(fishing),,['Thing']
Butt plug,,A butt plug is a sex toy that is designed to be inserted into the rectum for sexual pleasure. They are similar to a dildo in some ways but tend to be shorter and have a flanged end to prevent the device from being lost inside the rectum.,https://en.wikipedia.org/wiki/Butt_plug,,['Thing']
Flip-flops,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQlWLKYO_tF9y0X6kZzQxyrIpruUw06E-GBQZA40lELEIaSHQmg,"Flip-flops are a type of light sandal-like shoe, typically worn as a form of casual footwear. They consist of a flat sole held loosely on the foot by a Y-shaped strap known as a toe thong that passes between the first and second toes and around both sides of the foot.",https://en.wikipedia.org/wiki/Flip-flops,Shoe,['Thing']
Plug,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTKBXro9q6Mrwd75cVpbGWfROU28JlFLhzK8riA2jHzjIViJIuz,"A plug in sanitation is an object that is used to close a drainage outlet firmly.
The insertion of a plug into a drainage outlet allows the container to be filled with water or other fluids.",https://en.wikipedia.org/wiki/Plug_(sanitation),,['Thing']
Plug-in,,"In computing, a plug-in is a software component that adds a specific feature to an existing computer program. When a program supports plug-ins, it enables customization.",https://en.wikipedia.org/wiki/Plug-in_(computing),,['Thing']
Plug-in hybrid,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQshOktrvon0U2r8pnxXng0Mj8-a90yAjy1_oJMH3VRnU2oG5vu,"A plug-in hybrid electric vehicle is a type of hybrid electric vehicle equipped with a rechargeable battery pack that can be replenished by connecting a charging cable into an external electric power source, in addition to internally by its on-board internal combustion engine-powered generator.",https://en.wikipedia.org/wiki/Plug-in_hybrid,,['Thing']
Ryan Dunn,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcScbO2rnxdOi0Y83H7h-LK6E12hLmZVcECbVM7fmTzjdQe_ba7y,"Ryan Matthew Dunn was an American stunt performer, television personality, actor and comedian. He was one of the stars of the MTV reality stunt show Jackass and its film franchise.",https://en.wikipedia.org/wiki/Ryan_Dunn,American stunt performer and TV personality,"['Person', 'Thing']"
AC power plugs and sockets,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQlot2U5jMXN6r7gnQeLha79ciS3HBaiye_LWatvWJ7rgVsWK79,"AC power plugs and sockets connect devices to mains electricity to supply them with electrical power. A plug is the connector attached to an electrically-operated device, often via a cable.",https://en.wikipedia.org/wiki/AC_power_plugs_and_sockets,,['Thing']
Plug Power,,Plug Power Inc. is an American company engaged in the development of hydrogen fuel cell systems that replace conventional batteries in equipment and vehicles powered by electricity.,https://en.wikipedia.org/wiki/Plug_Power,Electrical equipment manufacturing company,"['Organization', 'Thing', 'Corporation']"
Wall plug,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcROU-1u2707fpwzYx2jdRN1Tz-ZTthpE01zEC_M0D0knb4H9X9K,"A wall plug also known as an anchor or ""Rawlplug"", is a fibre or plastic insert used to enable the attachment of a screw in material that is porous or brittle or that would otherwise not support the weight of the object attached with the screw.",https://en.wikipedia.org/wiki/Wall_plug,,['Thing']
Phone connector,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTkkDkGAglvXBv8-d_gHs135Q3dQE3buL_aQgMRnVt3S5y7vK4Q,"A phone connector is a family of cylindrically-shaped electrical connectors primarily for analog audio signals. Invented in the late 19th century for telephone switchboards, the phone connector remains in use for interfacing wired audio equipment, such as headphones, speakers, microphones, mixing consoles, and electronic musical instruments.",https://en.wikipedia.org/wiki/Phone_connector_(audio),,['Thing']
Glow plug,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTxlUEKlNPc9dQ63f1AyXXZLJNpjas6N9I2zzs17K2KuHhZjziE,"In a diesel engine, a glow plug is a heating device used to aid starting of the engine in cold weather. This device is a pencil-shaped piece of metal with an electric heating element at the tip.",https://en.wikipedia.org/wiki/Glow_plug,,['Thing']
Plug and play,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTUFRQOTQlwlis7pO-bhHzYuabt16vwzO5Sl95mchaUC7JVxX97,"In computing, a plug and play device or computer bus is one with a specification that facilitates the recognition of a hardware component in a system without the need for physical device configuration or user intervention in resolving resource conflicts.",https://en.wikipedia.org/wiki/Plug_and_play,,['Thing']
Smart plug,,A smart plug is a power plug and socket which can be fitted between power cords and sockets to function as a remote-controlled power switch.,https://en.wikipedia.org/wiki/Smart_plug,,['Thing']
Luke Vibert,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSipr11mEvBGy5yV6i1gzI_6Qril7zhHep_gTEzr2y4RlsTyK40,"Luke Vibert is a British electronic musician and producer, also known for his work under several aliases such as Plug and Wagon Christ.",https://en.wikipedia.org/wiki/Luke_Vibert,British musician,"['Person', 'Thing']"
Universal Plug and Play,,"Universal Plug and Play is a set of networking protocols on the Internet Protocol that permits networked devices, such as personal computers, printers, Internet gateways, Wi-Fi access points and mobile devices, to seamlessly discover each other's presence on the network and establish functional network services.",https://en.wikipedia.org/wiki/Universal_Plug_and_Play,,['Thing']
Small Form-factor Pluggable,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSXsxk_8Lb9KV7wc3Ovl6nHuzZWh8iOxDieGYI-I7p_fVsE1TFB,"Small Form-factor Pluggable is a compact, hot-pluggable network interface module format used for both telecommunication and data communications applications.",https://en.wikipedia.org/wiki/Small_Form-factor_Pluggable,,['Thing']
Battery charger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRh_ms8r3CoOoKG_rWZya7CbfPLQ-XcUqO8j8OjYlX2y6mBtzzE,"A battery charger, recharger, or simply charger, is a device that stores energy in a battery by running an electric current through it. The charging protocol depends on the size and type of the battery being charged.",https://en.wikipedia.org/wiki/Battery_charger,,['Thing']
Los Angeles Chargers,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRSPN2nQkMIToRq3YZzuTLSDfXvZ6L3hjpvapmF4ke9tkZKo6De,The Los Angeles Chargers are a professional American football team based in the Greater Los Angeles area. The Chargers compete in the National Football League as a member club of the American Football Conference West division.,https://en.wikipedia.org/wiki/Los_Angeles_Chargers,American football team,"['SportsTeam', 'Thing', 'Organization']"
Charger,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTwAB4OhBWrTgdfnW2uIX5CUKUDqeE20_WJIS_F_Q7JtpQjGQxy,Charger plates or service plates are large plates used at full-course dinners and/or to dress up special events like parties and weddings. Charger plates have been in use since the 19th century.,https://en.wikipedia.org/wiki/Charger_(table_setting),,['Thing']
MagSafe,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRQKzURsk-PdeMdCNfCNGgiJTvlDSYDGsB1aFkILdMucHjzcrPK,"MagSafe is a proprietary, magnetically attached wireless power transfer and accessory-attachment standard developed by Apple Inc. for its iPhone and AirPods product lines.",https://en.wikipedia.org/wiki/MagSafe_(wireless_charger),Product line,"['ProductModel', 'Thing']"
2023 Dodge Charger,,,,Mid-size car,['Thing']
2015 Dodge Charger,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcT6JoNctFRmBucSELgTqBTvgLKvrC7Wa7K1lnSkMindUgLwgLZD,,,Mid-size car,['Thing']
2014 Dodge Charger,,,,Mid-size car,['Thing']
Siemens Charger,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTBSV13IMae2mFPKKh5fhxl9desAPgk0p5u8-XyXXWK-Rjn_FbO,The Siemens Charger is a family of diesel-electric/dual-mode passenger locomotives designed and manufactured by Siemens Mobility for the North American market.,https://en.wikipedia.org/wiki/Siemens_Charger,Class (locomotive),['Thing']
Courser,,"A courser is a swift and strong horse, frequently used during the Middle Ages as a warhorse. It was ridden by knights and men-at-arms.",https://en.wikipedia.org/wiki/Courser_(horse),Horse,['Thing']
2016 Dodge Charger,,,,Mid-size car,['Thing']
2018 Dodge Charger,,,,Mid-size car,['Thing']
2010 Dodge Charger,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcT0Eu98WPpYD9nbo_pAAqwG8zrtUxIOCX9qcOBqkOGMiFhzOrfm,,,Mid-size car,['Thing']
2020 Dodge Charger,,,,Mid-size car,['Thing']
2012 Dodge Charger,,,,Mid-size car,['Thing']
2013 Dodge Charger,,,,Mid-size car,['Thing']
Solar charger,,"A solar charger is a charger that employs solar energy to supply electricity to devices or batteries. They are generally portable.
Solar chargers can charge lead acid or Ni-Cd battery banks up to 48 V and hundreds of ampere hours capacity. Such type of solar charger setups generally use an intelligent charge controller.",https://en.wikipedia.org/wiki/Solar_charger,,['Thing']
2022 Dodge Charger,,,,Mid-size car,['Thing']
2019 Dodge Charger,,,,Mid-size car,['Thing']
2017 Dodge Charger,,,,Mid-size car,['Thing']
2008 Dodge Charger,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTrtGiOfgwZaaomAcv6uzT4GpD5Ff2F_sYbqhNt30nPq5i2FBID,,,Mid-size car,['Thing']
Remote control,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSNniw6ZCoprZxkiMH8MD7EnChI8sTBq-ANSzXhdBk4_Z3yPsWw,"In electronics, a remote control is an electronic device used to operate another device from a distance, usually wirelessly. In consumer electronics, a remote control can be used to operate devices such as a television set, DVD player or other digital home media appliance.",https://en.wikipedia.org/wiki/Remote_control,,['Thing']
AnyDesk,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQKcgvPTuGcSrFs3XRqltMxUreQ7F2Rcx_-6SW3_PWIq0B_7bar,AnyDesk is a remote desktop application distributed by AnyDesk Software GmbH. The proprietary software program provides platform independent remote access to personal computers and other devices running the host application.,https://en.wikipedia.org/wiki/AnyDesk,Software,"['SoftwareApplication', 'Thing']"
TeamViewer,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcR9dNa0wWSPfi2kFi-OoGwnZkml6m9F_PPLGTFPM0ukTSfJZrs5,"TeamViewer is a German remote access and remote control computer software, allowing maintenance of computers and other devices. It was first released in 2005, and its functionality has expanded step by step. TeamViewer is proprietary software that requires registration and is free of charge for non-commercial use. It has been installed on more than two billion devices. TeamViewer is the core product of developing company TeamViewer AG.",https://en.wikipedia.org/wiki/TeamViewer,Computer software,"['SoftwareApplication', 'Thing']"
Remote work,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcT7BgOrwvyEz3oOr61877p4CDMZOlcLh7xCna71_s470Mq4gbuy,"Remote work is the practice of working from one's home or another space rather than from an office.
The practice began at a small scale in the 1970s, when technology was developed that linked satellite offices to downtown mainframes through dumb terminals using telephone lines as a network bridge.",https://en.wikipedia.org/wiki/Remote_work,,['Thing']
Chrome Remote Desktop,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTN3ra1GJo-jtCtisznPP3st8N7ZR2j6zoCdmZgXKaJRbMNTSs3,"Chrome Remote Desktop is a remote desktop software tool, developed by Google, that allows a user to remotely control another computer's desktop through a proprietary protocol also developed by Google, internally called Chromoting.",https://en.wikipedia.org/wiki/Chrome_Remote_Desktop,Software,"['SoftwareApplication', 'Thing']"
Learning,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQDo_0OMtgJAfkf07WaKIIruz0MymQn7F5cWJgtrnDrMzzJAHWG,"Learning is the process of acquiring new understanding, knowledge, behaviors, skills, values, attitudes, and preferences. The ability to learn is possessed by humans, non-human animals, and some machines; there is also evidence for some kind of learning in certain plants.",https://en.wikipedia.org/wiki/Learning,,['Thing']
Radio-controlled car,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTzuZMBF0edwpQh3ILu82HMB35Dtk915dc8cMeHcZZ-RqdBhTlh,"Radio-controlled cars, or RC cars for short, are miniature model cars, vans, buses, trucks or buggies that can be controlled from a distance using a specialized transmitter or remote.",https://en.wikipedia.org/wiki/Radio-controlled_car,,['Thing']
Remote desktop software,,"In computing, the term remote desktop refers to a software- or operating system feature that allows a personal computer's desktop environment to be run remotely from one system, while being displayed on a separate client device.",https://en.wikipedia.org/wiki/Remote_desktop_software,,['Thing']
Universal remote,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRb8oUbwDY1SEY9rNX4K6CYbmE72sIZcXQvoSVE-40qmOY9t0sT,A universal remote is a remote control that can be programmed to operate various brands of one or more types of consumer electronics devices.,https://en.wikipedia.org/wiki/Universal_remote,,['Thing']
Remote terminal unit,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQGMm04gB3n013Avs22RIrWn4AuMiDlH0DN4dgryWAdC2xDjz-i,"A remote terminal unit is a microprocessor-controlled electronic device that interfaces objects in the physical world to a distributed control system or SCADA system by transmitting telemetry data to a master system, and by using messages from the master supervisory system to control connected objects.",https://en.wikipedia.org/wiki/Remote_terminal_unit,,['Thing']
